Time,1,2,3,4,5
0.000000000,32767.000000,914.000000,191.000000,234.500000,0.000000
0.004000000,32767.000000,,,,
0.008000000,32767.000000,,,,
0.012000000,32767.000000,,,,
0.016000000,32767.000000,,,,
0.020000000,32767.000000,,,,
0.024000000,32767.000000,,,,
0.028000000,32767.000000,,,,
0.032000000,32767.000000,,,,
0.036000000,32767.000000,,,,
0.040000000,32767.000000,912.000000,140.500000,195.500000,
0.044000000,32767.000000,,,,
0.048000000,32767.000000,,,,
0.052000000,32767.000000,,,,
0.056000000,32767.000000,,,,
0.060000000,32767.000000,,,,
0.064000000,32767.000000,,,,
0.068000000,32767.000000,,,,
0.072000000,32767.000000,,,,
0.076000000,32767.000000,,,,
0.080000000,32767.000000,861.000000,99.500000,209.000000,
0.084000000,32767.000000,,,,
0.088000000,32767.000000,,,,
0.092000000,32767.000000,,,,
0.096000000,32767.000000,,,,
0.100000000,32767.000000,,,,
0.104000000,32767.000000,,,,
0.108000000,32767.000000,,,,
0.112000000,32767.000000,,,,
0.116000000,32767.000000,,,,
0.120000000,32767.000000,902.000000,179.500000,258.000000,
0.124000000,32767.000000,,,,
0.128000000,32767.000000,,,,
0.132000000,32767.000000,,,,
0.136000000,32767.000000,,,,
0.140000000,32767.000000,,,,
0.144000000,32767.000000,,,,
0.148000000,32767.000000,,,,
0.152000000,32767.000000,,,,
0.156000000,32767.000000,,,,
0.160000000,32767.000000,890.500000,76.000000,311.000000,
0.164000000,32767.000000,,,,
0.168000000,32767.000000,,,,
0.172000000,32767.000000,,,,
0.176000000,32767.000000,,,,
0.180000000,32767.000000,,,,
0.184000000,32767.000000,,,,
0.188000000,32767.000000,,,,
0.192000000,32767.000000,,,,
0.196000000,32767.000000,,,,
0.200000000,32767.000000,896.000000,164.000000,291.500000,
0.204000000,32767.000000,,,,
0.208000000,32767.000000,,,,
0.212000000,32767.000000,,,,
0.216000000,32767.000000,,,,
0.220000000,32767.000000,,,,
0.224000000,32767.000000,,,,
0.228000000,32767.000000,,,,
0.232000000,32767.000000,,,,
0.236000000,32767.000000,,,,
0.240000000,32767.000000,906.000000,166.000000,281.500000,
0.244000000,32767.000000,,,,
0.248000000,32767.000000,,,,
0.252000000,32767.000000,,,,
0.256000000,32767.000000,,,,
0.260000000,32767.000000,,,,
0.264000000,32767.000000,,,,
0.268000000,32767.000000,,,,
0.272000000,32767.000000,,,,
0.276000000,32767.000000,,,,
0.280000000,32767.000000,898.000000,160.000000,281.500000,
0.284000000,32767.000000,,,,
0.288000000,32767.000000,,,,
0.292000000,32767.000000,,,,
0.296000000,32767.000000,,,,
0.300000000,32767.000000,,,,
0.304000000,32767.000000,,,,
0.308000000,32767.000000,,,,
0.312000000,32767.000000,,,,
0.316000000,32767.000000,,,,
0.320000000,32767.000000,896.000000,166.000000,289.500000,
0.324000000,32767.000000,,,,
0.328000000,32767.000000,,,,
0.332000000,32767.000000,,,,
0.336000000,32767.000000,,,,
0.340000000,32767.000000,,,,
0.344000000,32767.000000,,,,
0.348000000,32767.000000,,,,
0.352000000,32767.000000,,,,
0.356000000,32767.000000,,,,
0.360000000,32767.000000,898.000000,169.500000,295.000000,
0.364000000,32767.000000,,,,
0.368000000,32767.000000,,,,
0.372000000,32767.000000,,,,
0.376000000,32767.000000,,,,
0.380000000,32767.000000,,,,
0.384000000,32767.000000,,,,
0.388000000,32767.000000,,,,
0.392000000,32767.000000,,,,
0.396000000,32767.000000,,,,
0.400000000,32767.000000,865.000000,187.500000,281.500000,
0.404000000,32767.000000,,,,
0.408000000,32767.000000,,,,
0.412000000,32767.000000,,,,
0.416000000,32767.000000,,,,
0.420000000,32767.000000,,,,
0.424000000,32767.000000,,,,
0.428000000,32767.000000,,,,
0.432000000,32767.000000,,,,
0.436000000,32767.000000,,,,
0.440000000,32767.000000,1171.500000,99.500000,408.500000,
0.444000000,32767.000000,,,,
0.448000000,32767.000000,,,,
0.452000000,32767.000000,,,,
0.456000000,32767.000000,,,,
0.460000000,32767.000000,,,,
0.464000000,32767.000000,,,,
0.468000000,32767.000000,,,,
0.472000000,32767.000000,,,,
0.476000000,32767.000000,,,,
0.480000000,32767.000000,986.000000,62.500000,299.000000,
0.484000000,32767.000000,,,,
0.488000000,32767.000000,,,,
0.492000000,32767.000000,,,,
0.496000000,32767.000000,,,,
0.500000000,32767.000000,,,,
0.504000000,32767.000000,,,,
0.508000000,32767.000000,,,,
0.512000000,32767.000000,,,,
0.516000000,32767.000000,,,,
0.520000000,32767.000000,994.000000,225.000000,268.000000,
0.524000000,32767.000000,,,,
0.528000000,32767.000000,,,,
0.532000000,32767.000000,,,,
0.536000000,32767.000000,,,,
0.540000000,32767.000000,,,,
0.544000000,32767.000000,,,,
0.548000000,32767.000000,,,,
0.552000000,32767.000000,,,,
0.556000000,32767.000000,,,,
0.560000000,32767.000000,1001.500000,268.000000,236.500000,
0.564000000,32767.000000,,,,
0.568000000,32767.000000,,,,
0.572000000,32767.000000,,,,
0.576000000,32767.000000,,,,
0.580000000,32767.000000,,,,
0.584000000,32767.000000,,,,
0.588000000,32767.000000,,,,
0.592000000,32767.000000,,,,
0.596000000,32767.000000,,,,
0.600000000,32767.000000,978.500000,252.000000,193.500000,
0.604000000,32767.000000,,,,
0.608000000,32767.000000,,,,
0.612000000,32767.000000,,,,
0.616000000,32767.000000,,,,
0.620000000,32767.000000,,,,
0.624000000,32767.000000,,,,
0.628000000,32767.000000,,,,
0.632000000,32767.000000,,,,
0.636000000,32767.000000,,,,
0.640000000,32767.000000,947.000000,273.500000,180.000000,
0.644000000,32767.000000,,,,
0.648000000,32767.000000,,,,
0.652000000,32767.000000,,,,
0.656000000,32767.000000,,,,
0.660000000,32767.000000,,,,
0.664000000,32767.000000,,,,
0.668000000,32767.000000,,,,
0.672000000,32767.000000,,,,
0.676000000,32767.000000,,,,
0.680000000,32767.000000,937.500000,297.000000,178.000000,
0.684000000,32767.000000,,,,
0.688000000,32767.000000,,,,
0.692000000,32767.000000,,,,
0.696000000,32767.000000,,,,
0.700000000,32767.000000,,,,
